user	clicked_news	candidate_news	clicked
178	N73179 N85484 N128965 N31043 N101775 N98773 N20999 N38697 N98238 N21494 N122156 N42209 N56559 N46422 N12252 N25818 N38061 N49347 N85829 N37206 N52911 N38627 N86320 N54723 N8650 N3435 N3669 N119708 N71068 N106545 N122218 N130288 N36064 N82551 N34004 N122358 N102285 N13970 N99274 N110508 N74036 N19544 N95731 N36171 N29753 N54353 N99157 N61385 N23264 N29039 N85691 N95088 N71643 N99827 N96185 N68745 N88466 N50891 N82312 N1713 N62758 N36101 N40765 N55495 N64035 N82649 N114787 N74079 N124860 N101083 N29760 N101119	N27947 N12258 N76721 N125953 N25967	1 0 0 0 0
178	N73179 N85484 N128965 N31043 N101775 N98773 N20999 N38697 N98238 N21494 N122156 N42209 N56559 N46422 N12252 N25818 N38061 N49347 N85829 N37206 N52911 N38627 N86320 N54723 N8650 N3435 N3669 N119708 N71068 N106545 N122218 N130288 N36064 N82551 N34004 N122358 N102285 N13970 N99274 N110508 N74036 N19544 N95731 N36171 N29753 N54353 N99157 N61385 N23264 N29039 N85691 N95088 N71643 N99827 N96185 N68745 N88466 N50891 N82312 N1713 N62758 N36101 N40765 N55495 N64035 N82649 N114787 N74079 N124860 N101083 N29760 N101119	N13279 N72609 N117242 N88472 N12681	1 0 0 0 0
178	N73179 N85484 N128965 N31043 N101775 N98773 N20999 N38697 N98238 N21494 N122156 N42209 N56559 N46422 N12252 N25818 N38061 N49347 N85829 N37206 N52911 N38627 N86320 N54723 N8650 N3435 N3669 N119708 N71068 N106545 N122218 N130288 N36064 N82551 N34004 N122358 N102285 N13970 N99274 N110508 N74036 N19544 N95731 N36171 N29753 N54353 N99157 N61385 N23264 N29039 N85691 N95088 N71643 N99827 N96185 N68745 N88466 N50891 N82312 N1713 N62758 N36101 N40765 N55495 N64035 N82649 N114787 N74079 N124860 N101083 N29760 N101119	N99964 N95525 N72609 N80994 N46415	1 0 0 0 0
178	N73179 N85484 N128965 N31043 N101775 N98773 N20999 N38697 N98238 N21494 N122156 N42209 N56559 N46422 N12252 N25818 N38061 N49347 N85829 N37206 N52911 N38627 N86320 N54723 N8650 N3435 N3669 N119708 N71068 N106545 N122218 N130288 N36064 N82551 N34004 N122358 N102285 N13970 N99274 N110508 N74036 N19544 N95731 N36171 N29753 N54353 N99157 N61385 N23264 N29039 N85691 N95088 N71643 N99827 N96185 N68745 N88466 N50891 N82312 N1713 N62758 N36101 N40765 N55495 N64035 N82649 N114787 N74079 N124860 N101083 N29760 N101119	N3718 N27947 N112050 N125945 N38903	1 0 0 0 0
178	N73179 N85484 N128965 N31043 N101775 N98773 N20999 N38697 N98238 N21494 N122156 N42209 N56559 N46422 N12252 N25818 N38061 N49347 N85829 N37206 N52911 N38627 N86320 N54723 N8650 N3435 N3669 N119708 N71068 N106545 N122218 N130288 N36064 N82551 N34004 N122358 N102285 N13970 N99274 N110508 N74036 N19544 N95731 N36171 N29753 N54353 N99157 N61385 N23264 N29039 N85691 N95088 N71643 N99827 N96185 N68745 N88466 N50891 N82312 N1713 N62758 N36101 N40765 N55495 N64035 N82649 N114787 N74079 N124860 N101083 N29760 N101119	N117887 N55792 N27947 N89651 N26404	1 0 0 0 0
178	N73179 N85484 N128965 N31043 N101775 N98773 N20999 N38697 N98238 N21494 N122156 N42209 N56559 N46422 N12252 N25818 N38061 N49347 N85829 N37206 N52911 N38627 N86320 N54723 N8650 N3435 N3669 N119708 N71068 N106545 N122218 N130288 N36064 N82551 N34004 N122358 N102285 N13970 N99274 N110508 N74036 N19544 N95731 N36171 N29753 N54353 N99157 N61385 N23264 N29039 N85691 N95088 N71643 N99827 N96185 N68745 N88466 N50891 N82312 N1713 N62758 N36101 N40765 N55495 N64035 N82649 N114787 N74079 N124860 N101083 N29760 N101119	N34379 N92498 N86358 N72485 N128583	1 0 0 0 0
178	N73179 N85484 N128965 N31043 N101775 N98773 N20999 N38697 N98238 N21494 N122156 N42209 N56559 N46422 N12252 N25818 N38061 N49347 N85829 N37206 N52911 N38627 N86320 N54723 N8650 N3435 N3669 N119708 N71068 N106545 N122218 N130288 N36064 N82551 N34004 N122358 N102285 N13970 N99274 N110508 N74036 N19544 N95731 N36171 N29753 N54353 N99157 N61385 N23264 N29039 N85691 N95088 N71643 N99827 N96185 N68745 N88466 N50891 N82312 N1713 N62758 N36101 N40765 N55495 N64035 N82649 N114787 N74079 N124860 N101083 N29760 N101119	N12613 N425 N9262 N22796 N67747	1 0 0 0 0
179	N92279 N120346 N55886 N3435 N50645 N123480 N54416 N19113 N51182 N128974 N100832 N28616 N54360 N68472 N102132	N50175 N44953 N880 N8719 N58641	1 0 0 0 0
179	N92279 N120346 N55886 N3435 N50645 N123480 N54416 N19113 N51182 N128974 N100832 N28616 N54360 N68472 N102132	N34629 N29441 N109642 N24080 N80784	1 0 0 0 0
179	N92279 N120346 N55886 N3435 N50645 N123480 N54416 N19113 N51182 N128974 N100832 N28616 N54360 N68472 N102132	N120312 N20990 N18947 N7937 N62024	1 0 0 0 0
180	N72614 N37835 N69356 N80027 N129836 N111598 N95731 N114848 N48946 N71977 N15664 N98095 N76099 N54393 N41926 N56099 N102132 N53138 N6414 N121145 N40115 N51166 N35508	N20990 N38830 N27368 N99484 N36820	1 0 0 0 0
180	N72614 N37835 N69356 N80027 N129836 N111598 N95731 N114848 N48946 N71977 N15664 N98095 N76099 N54393 N41926 N56099 N102132 N53138 N6414 N121145 N40115 N51166 N35508	N26104 N91526 N110473 N92498 N89721	1 0 0 0 0
180	N72614 N37835 N69356 N80027 N129836 N111598 N95731 N114848 N48946 N71977 N15664 N98095 N76099 N54393 N41926 N56099 N102132 N53138 N6414 N121145 N40115 N51166 N35508	N42187 N23946 N66780 N61065 N63622	1 0 0 0 0
180	N72614 N37835 N69356 N80027 N129836 N111598 N95731 N114848 N48946 N71977 N15664 N98095 N76099 N54393 N41926 N56099 N102132 N53138 N6414 N121145 N40115 N51166 N35508	N73469 N19569 N106991 N93643 N13004	1 0 0 0 0
181	N72571 N63792 N92550 N95420 N79285 N129892 N121216 N79909	N29544 N29441 N105407 N76665 N102458	1 0 0 0 0
181	N72571 N63792 N92550 N95420 N79285 N129892 N121216 N79909	N38902 N20990 N76434 N37544 N33078	1 0 0 0 0
181	N72571 N63792 N92550 N95420 N79285 N129892 N121216 N79909	N83412 N20081 N95261 N92498 N2750	1 0 0 0 0
181	N72571 N63792 N92550 N95420 N79285 N129892 N121216 N79909	N12040 N96729 N20964 N93856 N65313	1 0 0 0 0
182	N10659 N67981 N17283 N9740 N127175 N98596 N79594 N9536 N108560 N47495 N107922 N36246 N80359 N49623 N104904 N36656 N98068 N104904 N44556 N32925 N71031 N3290 N23371 N3435 N3565 N48281 N44431 N77742 N44134 N19544 N50209 N53897 N4289 N122814 N116097 N67133 N37469 N60544 N2539	N80770 N40625 N3623 N68624 N45782	1 0 0 0 0
182	N10659 N67981 N17283 N9740 N127175 N98596 N79594 N9536 N108560 N47495 N107922 N36246 N80359 N49623 N104904 N36656 N98068 N104904 N44556 N32925 N71031 N3290 N23371 N3435 N3565 N48281 N44431 N77742 N44134 N19544 N50209 N53897 N4289 N122814 N116097 N67133 N37469 N60544 N2539	N60088 N125945 N86429 N7299 N22301	1 0 0 0 0
182	N10659 N67981 N17283 N9740 N127175 N98596 N79594 N9536 N108560 N47495 N107922 N36246 N80359 N49623 N104904 N36656 N98068 N104904 N44556 N32925 N71031 N3290 N23371 N3435 N3565 N48281 N44431 N77742 N44134 N19544 N50209 N53897 N4289 N122814 N116097 N67133 N37469 N60544 N2539	N84430 N105407 N1869 N10646 N41547	1 0 0 0 0
182	N10659 N67981 N17283 N9740 N127175 N98596 N79594 N9536 N108560 N47495 N107922 N36246 N80359 N49623 N104904 N36656 N98068 N104904 N44556 N32925 N71031 N3290 N23371 N3435 N3565 N48281 N44431 N77742 N44134 N19544 N50209 N53897 N4289 N122814 N116097 N67133 N37469 N60544 N2539	N102499 N86258 N70883 N76189 N118623	1 0 0 0 0
183	N31043 N4289 N46210 N20618 N56944 N68745 N68745 N90966 N90170 N58220 N81058 N41709 N95500	N119838 N76434 N100073 N109642 N20990	1 0 0 0 0
184	N118441 N71340 N35362 N58306 N112324 N55133 N1396 N128909 N86580 N129836 N57113 N117295 N72976 N26725 N75220 N1960 N99846 N127001 N90513 N67369 N123455	N13761 N58541 N2750 N82719 N93958	1 0 0 0 0
184	N118441 N71340 N35362 N58306 N112324 N55133 N1396 N128909 N86580 N129836 N57113 N117295 N72976 N26725 N75220 N1960 N99846 N127001 N90513 N67369 N123455	N5287 N53474 N113723 N24701 N76677	1 0 0 0 0
184	N118441 N71340 N35362 N58306 N112324 N55133 N1396 N128909 N86580 N129836 N57113 N117295 N72976 N26725 N75220 N1960 N99846 N127001 N90513 N67369 N123455	N13243 N129503 N63391 N67937 N76209	1 0 0 0 0
184	N118441 N71340 N35362 N58306 N112324 N55133 N1396 N128909 N86580 N129836 N57113 N117295 N72976 N26725 N75220 N1960 N99846 N127001 N90513 N67369 N123455	N87146 N83995 N32863 N10673 N86258	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N17475 N84689 N99964 N110064 N108445	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N117974 N100324 N53451 N31760 N87418	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N75391 N41891 N19455 N99484 N102394	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N54671 N90822 N67615 N30845 N38304	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N127155 N115021 N13761 N46415 N23077	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N129969 N57497 N48784 N121496 N80621	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N13761 N123766 N11789 N83702 N58983	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N36512 N23067 N125945 N36861 N32154	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N129969 N10252 N53474 N56861 N39887	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N6865 N21902 N8006 N50852 N122343	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N13161 N4504 N17575 N92009 N27941	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N65783 N36542 N101015 N118589 N53751	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N13761 N10285 N51686 N112156 N38395	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N68083 N32209 N27723 N31766 N17456	1 0 0 0 0
185	N63858 N128643 N127175 N87437 N73947 N3153 N26136 N85484 N107017 N42703 N98596 N56334 N9375 N77283 N9375 N65119 N4796 N454 N72571 N4710 N45706 N73122 N71593 N117275 N46277 N90686 N128550 N71031 N42105 N51724 N130288 N40624 N47027 N3565 N19735 N78408 N13970 N42202 N1296 N116068 N127923 N84959 N63306 N66190 N43133 N92655 N117592 N102361 N50012 N93237 N118860 N115359 N100655 N79285 N75220 N36585 N102039 N127330 N93006 N71952 N90561 N94492 N104737 N51544 N77484 N112751 N118024 N82405 N102095 N91597 N92461 N49889 N22589 N121878 N108312 N122006 N68097 N52155 N44260 N12922 N67533 N93366 N70391 N114787 N88189 N68423 N34374 N34536 N4858 N39925 N104430 N51166 N129463 N113328	N114054 N98585 N103397 N50360 N14509	1 0 0 0 0
186	N40446 N82799 N123777 N106262 N26986 N119202 N110982 N79421	N41710 N20889 N110447 N65542 N6306	1 0 0 0 0
186	N40446 N82799 N123777 N106262 N26986 N119202 N110982 N79421	N52401 N17277 N13750 N124617 N22943	1 0 0 0 0
187	N15899 N90686 N46994 N18914 N81449 N39833 N48429 N59033	N48774 N58417 N17575 N32204 N90533	1 0 0 0 0
187	N15899 N90686 N46994 N18914 N81449 N39833 N48429 N59033	N20990 N27097 N30899 N61065 N100073	1 0 0 0 0
188	N63723 N9208 N90743 N63093 N13337 N100765 N104475 N8194 N54926 N116312 N10525 N83576 N86567 N113326 N16894 N48971 N9740 N55903 N123633 N11898 N15003 N16564 N62034 N92536 N26586 N101263 N112324 N454 N8269 N15051 N42209 N105339 N49511 N64536 N84193 N50163 N641 N55714 N44556 N31140 N44759 N67124 N32245 N5831 N71728 N83143 N105154 N4120 N127644 N49839 N98511 N43527 N57277 N82348 N26271 N65757 N86715 N73376 N4289 N105213 N4041 N50012 N79285 N81080 N63818 N22502 N24476 N61928 N2927 N43154 N61802 N50645 N66757 N66247 N25197 N128337 N35800 N94450 N92079 N47269 N42137 N2327 N116892 N87142 N71665 N108393 N62464 N89694 N42707 N55765 N68431 N114234 N15375 N49959 N9690 N93087 N97932 N16013 N21312 N93543 N10484 N84454 N37061 N121550 N99634 N40756 N72976 N54618 N64490 N5283 N71977 N38011 N54393 N44826 N4763 N89631 N79344 N13066 N92048 N51082 N11841 N84570 N128483 N19478 N22773 N68097 N14904 N66700 N110572 N73137 N115658 N100519 N79926 N123548 N59836 N76042 N75342 N37332 N103633 N100161 N87601 N30492 N1490 N78377 N98657 N70634	N32154 N32844 N28809 N52920 N50858	1 0 0 0 0
188	N63723 N9208 N90743 N63093 N13337 N100765 N104475 N8194 N54926 N116312 N10525 N83576 N86567 N113326 N16894 N48971 N9740 N55903 N123633 N11898 N15003 N16564 N62034 N92536 N26586 N101263 N112324 N454 N8269 N15051 N42209 N105339 N49511 N64536 N84193 N50163 N641 N55714 N44556 N31140 N44759 N67124 N32245 N5831 N71728 N83143 N105154 N4120 N127644 N49839 N98511 N43527 N57277 N82348 N26271 N65757 N86715 N73376 N4289 N105213 N4041 N50012 N79285 N81080 N63818 N22502 N24476 N61928 N2927 N43154 N61802 N50645 N66757 N66247 N25197 N128337 N35800 N94450 N92079 N47269 N42137 N2327 N116892 N87142 N71665 N108393 N62464 N89694 N42707 N55765 N68431 N114234 N15375 N49959 N9690 N93087 N97932 N16013 N21312 N93543 N10484 N84454 N37061 N121550 N99634 N40756 N72976 N54618 N64490 N5283 N71977 N38011 N54393 N44826 N4763 N89631 N79344 N13066 N92048 N51082 N11841 N84570 N128483 N19478 N22773 N68097 N14904 N66700 N110572 N73137 N115658 N100519 N79926 N123548 N59836 N76042 N75342 N37332 N103633 N100161 N87601 N30492 N1490 N78377 N98657 N70634	N98137 N14267 N105407 N99325 N126252	1 0 0 0 0
188	N63723 N9208 N90743 N63093 N13337 N100765 N104475 N8194 N54926 N116312 N10525 N83576 N86567 N113326 N16894 N48971 N9740 N55903 N123633 N11898 N15003 N16564 N62034 N92536 N26586 N101263 N112324 N454 N8269 N15051 N42209 N105339 N49511 N64536 N84193 N50163 N641 N55714 N44556 N31140 N44759 N67124 N32245 N5831 N71728 N83143 N105154 N4120 N127644 N49839 N98511 N43527 N57277 N82348 N26271 N65757 N86715 N73376 N4289 N105213 N4041 N50012 N79285 N81080 N63818 N22502 N24476 N61928 N2927 N43154 N61802 N50645 N66757 N66247 N25197 N128337 N35800 N94450 N92079 N47269 N42137 N2327 N116892 N87142 N71665 N108393 N62464 N89694 N42707 N55765 N68431 N114234 N15375 N49959 N9690 N93087 N97932 N16013 N21312 N93543 N10484 N84454 N37061 N121550 N99634 N40756 N72976 N54618 N64490 N5283 N71977 N38011 N54393 N44826 N4763 N89631 N79344 N13066 N92048 N51082 N11841 N84570 N128483 N19478 N22773 N68097 N14904 N66700 N110572 N73137 N115658 N100519 N79926 N123548 N59836 N76042 N75342 N37332 N103633 N100161 N87601 N30492 N1490 N78377 N98657 N70634	N87702 N81218 N94157 N114546 N39760	1 0 0 0 0
188	N63723 N9208 N90743 N63093 N13337 N100765 N104475 N8194 N54926 N116312 N10525 N83576 N86567 N113326 N16894 N48971 N9740 N55903 N123633 N11898 N15003 N16564 N62034 N92536 N26586 N101263 N112324 N454 N8269 N15051 N42209 N105339 N49511 N64536 N84193 N50163 N641 N55714 N44556 N31140 N44759 N67124 N32245 N5831 N71728 N83143 N105154 N4120 N127644 N49839 N98511 N43527 N57277 N82348 N26271 N65757 N86715 N73376 N4289 N105213 N4041 N50012 N79285 N81080 N63818 N22502 N24476 N61928 N2927 N43154 N61802 N50645 N66757 N66247 N25197 N128337 N35800 N94450 N92079 N47269 N42137 N2327 N116892 N87142 N71665 N108393 N62464 N89694 N42707 N55765 N68431 N114234 N15375 N49959 N9690 N93087 N97932 N16013 N21312 N93543 N10484 N84454 N37061 N121550 N99634 N40756 N72976 N54618 N64490 N5283 N71977 N38011 N54393 N44826 N4763 N89631 N79344 N13066 N92048 N51082 N11841 N84570 N128483 N19478 N22773 N68097 N14904 N66700 N110572 N73137 N115658 N100519 N79926 N123548 N59836 N76042 N75342 N37332 N103633 N100161 N87601 N30492 N1490 N78377 N98657 N70634	N26368 N44014 N15289 N61407 N92463	1 0 0 0 0
